BOR;AN;FI;FI_EJ;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43
PSY2;2019;770310019;770000370;833;;;;;;;;;;;;;37458;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;770310027;770000388;781;;;;;;;;;;;;;37340;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;770510055;750719270;269;;;;;;;;;;;;;16045;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0
PSY2;2019;780000287;780110011;;10;2;;2;86;30;11;2;;2;93;32;12409;491;128;;9;3030;395;;;;;;;;;;;;;;;1;;0;;1;;0;;0;;0
PSY2;2019;780000303;780024113;123;;;;;;;;;;;;;;;;;;;;1531;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;780000311;780001236;3125;24;1;;;94;16;25;1;;;108;16;9128;941;333;;;2487;382;6352;1;32;;;;1;21180;40;0;;;;24;1;1.4;0;;1;;0;;0;;0
PSY2;2019;780000337;780001236;1358;15;1;0;4;179;44;16;0;0;4;185;43;6125;265;7;0;50;2480;455;6455;0;170;0;0;0;0;18710;6;11;0;0;19;0;1;;0;;0;;0;;0;;0
PSY2;2019;780000402;780024113;12215;148;2;1;12;339;89;131;7;1;9;343;96;19924;5500;323;0;81;12329;3766;25652;;;;;;;129019;343;;17;3;415;12;0;;1;3.96;1;;0;;1;15.32;0
PSY2;2019;780000410;780140059;4381;30;;3;3;167;45;20;0;3;5;154;33;18056;2604;;48;34;7106;1650;9411;104;;0;0;55;38;57089;97;;0;0;242;39;1;1;0;;0;;0;;0;;0
PSY2;2019;780000428;780002697;622;10;0;0;4;94;15;11;0;0;5;91;12;19557;387;0;0;361;3652;555;3767;0;0;0;0;0;0;14714;154;13;0;0;4;0;1;0.5;0;;1;36.25;0;;0;;0
PSY2;2019;780009528;;37;;;;;;;;;;;;;;;;;;;;4388;;;;;;;;;;;;;;;;;;;;0;;0;;0
PSY2;2019;780020111;;515;;;;;;;;;;;;;;;;;;;;6007;;;;;;;5883;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;780140018;750005068;644;17;4;6;2;115;19;17;4;6;2;130;21;34222;1432;604;487;16;4955;849;6040;149;;;;614;3;8824;1136;723;1;;420;365;0;;1;20.96;1;27.12;0;;0;;0
PSY2;2019;780140042;780017455;1774;;;;;;;;;;;;;52752;;;;;;;1816;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;780140075;750721391;453;;;;;;;;;;;;;13623;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;780170056;780825097;33;;;;;;;;;;;;;;;;;;;;3800;;;;;;;;;;;;;;0;;0;;1;3;0;;0;;0
PSY2;2019;780310025;920030269;495;;;;;;;;;;;;;18875;;;;;;;2228;;;;;;;;;;;;;;0;;0;;1;15.46;0;;0;;
PSY2;2019;780800256;780110078;4349;40;;;5;207;29;42;;;6;217;29;9010;1405;;;29;3157;263;1971;45;;;;;;18893;227;;;4;317;31;1;10.3;0;;1;20.98;0;;0;;0
PSY2;2019;790000087;790000012;2130;21;1;0;0;218;37;21;1;0;0;234;38;45792;2162;365;;;11293;992;12141;2457;;;;1238;256;28709;1173;;;2;347;4;0;;1;54.63;1;31.09;0;;0;;0
PSY2;2019;790003537;790006654;455;23;;2;;60;1;28;0;1;0;86;4;18710;1116;;17;;3125;39;;;;;;;;;;;;;;;1;0.05;0;;0;;0;;0;;0
PSY2;2019;790007694;790006654;3253;;;;;;;;;;;;;0;;;;;;;15470;;;;;;;35311;;;;;;;0;;0;;1;;0;;0;;0
PSY2;2019;790012355;790000012;9561;12;1;0;0;149;27;12;1;0;0;161;27;3035;;6;;;;;85;;;;;;;75722;188;;;;331;18;0;;1;3.7;0;;0;;0;;0
PSY2;2019;800000143;800000028;505;34;;;;159;49;44;;;;213;51;6455;1205;;;;3270;623;4215;;;;;7;;30153;406;;;;652;5;1;12;0;;1;1.17;0;;0;;0
PSY2;2019;800000457;800000119;8378;64;7;1;33;387;92;75;7;1;53;507;107;44808;4158;865;26;163;26992;3940;16731;274;209;0;0;1730;116;169050;1787;213;0;23;2515;282;1;0.8;1;29.49;1;51.07;0;;1;17.19;0
PSY2;2019;800004111;800000093;271;8;;;;25;5;9;;;;25;5;4523;228;;;;232;91;;;;;;;;;;;;;;;1;;;;;;0;;0;;0
PSY2;2019;800018228;800018210;1416;;;;;;;;;;;;;25552;;;;;;;8280;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;810000562;810000455;6561;16;0;0;1;114;28;19;0;0;1;124;31;28985;394;0;0;8;4772;1187;19617;206;0;0;0;56;10;42430;;;;;;;1;;1;;1;;0;;0;;0
PSY2;2019;810100008;;11019;107;17;;7;161;125;114;17;;8;175;134;49531;12266;2786;;823;7106;6456;31873;282;11;;;401;374;109166;1277;134;;1;557;552;;;;;;;1;;0;;0
PSY2;2019;820000032;820000016;3343;31;;;7;185;20;49;;;7;381;30;31570;1200;;;27;5331;359;41;;;;;;;16943;7;;;;43;33;0;;0;;0;;0;;0;;0
PSY2;2019;820003911;240000265;39;;;;;;;;;;;;;9152;;;;;;;570;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;820004067;820000016;6693;19;;1;5;67;2;22;;1;5;116;4;25860;187;;;;2978;34;7989;;;;;3;;59513;411;;2;8;85;0;0;;1;3.97;1;4.2;0;;;;0
PSY2;2019;820005908;310781562;50;;;;;;;;;;;;;;;;;;;;;;;;;;;1731;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;830000287;830100525;3205;29;5;;9;83;12;25;4;;9;76;10;8932;1207;226;;42;2434;377;3781;131;181;;;89;;24094;223;64;;8;453;11;1;7;0;;1;0.49;0;;0;;0
PSY2;2019;830000311;830100566;2930;71;0;0;0;97;9;73;0;0;0;125;16;5677;2062;0;0;0;2256;201;2719;270;0;0;0;1;0;;;;;;;;1;0.8;1;7.55;1;24.65;0;;0;;0
PSY2;2019;830000345;830100616;9172;160;9;;12;436;89;112;2;;1;385;85;39192;4656;421;;;12316;3122;3125;21;;;;16;;97681;2587;181;;21;3311;333;1;;0;;1;;0;;;;0
PSY2;2019;830000600;830101200;828;53;4;;24;188;141;67;4;;26;213;157;37697;3363;1120;;230;6361;3483;20461;207;;;;186;161;108057;883;45;;9;1806;1210;0;;0;;0;;0;;0;;0
PSY2;2019;830003877;920030921;623;;;;;;;;;;;;;20616;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;
PSY2;2019;830017497;830004958;584;;;;;;;;;;;;;19328;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;830100442;830000204;801;;;;;;;;;;;;;31641;;;;;;;7407;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;830100574;750821092;1909;;;;;;;;;;;;;5283;;;;;;;78;;;;;;;4686;;;;;;;;;0;;0;;;;;;
PSY2;2019;830100608;830100616;2243;68;4;;;191;39;47;1;;;183;45;13210;1807;56;;;6196;2105;1267;;;;;;;31871;954;157;;;1022;90;1;;1;;0;;0;;0;;0
PSY2;2019;830100756;920030269;1104;;;;;;;;;;;;;44862;;;;;;;4166;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;830200515;830001012;910;;;;;;;;;;;;;37246;;;;;;;5425;;;;;;;;;;;;;;0;;0;;0;;;;;;
PSY2;2019;830215919;750056335;360;;;;;;;;;;;;;28094;;;;;;;4269;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;840000509;840000707;903;;;;;;;;;;;;;35766;;;;;;;2424;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;840000541;840000137;22594;182;30;0;59;718;329;188;31;0;71;793;352;66321;26054;1891;0;2184;27528;10129;39238;694;5;0;0;1227;327;287608;1487;68;0;4;5248;2136;1;3.7;1;31.72;1;60.98;1;171.25;0;;0
PSY2;2019;840018691;130781131;29;;;;;;;;;;;;;0;;;;;;;2338;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;850000175;850009010;2819;27;1;0;0;187;47;7;1;0;0;82;27;8604;1416;0;0;0;4498;913;1587;2;0;0;0;209;16;19375;296;1;0;0;1385;211;1;;1;;0;;0;;0;;0
PSY2;2019;850000258;850000092;16003;55;5;1;16;606;212;201;16;1;35;1446;543;36577;3004;579;;129;19572;6075;37043;327;;;;1591;383;111312;710;94;16;;2984;1025;1;;1;70.28;1;39.33;0;;0;;0
PSY2;2019;860000017;860780048;20280;27;12;;9;333;255;29;12;;12;374;291;69625;1321;1196;;133;11335;8484;35421;139;142;;70;1134;810;159802;116;369;;8;719;601;0;;1;31.02;1;82.2;0;;1;27.21;0
PSY2;2019;870000221;870000973;465;;;;;;;;;;;;;12368;;;;;;;1819;;;;;;;1520;;;;;;;0;;1;0.3;0;;0;;0;;0
PSY2;2019;870006137;870002466;18159;113;14;4;25;362;120;136;10;5;15;478;124;76533;5094;1517;55;337;12118;3194;46693;492;83;;;575;44;129908;889;378;2;50;686;320;0;;1;12.28;1;2.89;0;;0;;
PSY2;2019;880000088;880780119;16177;75;4;2;4;61;389;59;4;1;1;187;230;63553;3486;133;191;13;1411;10413;21269;92;0;0;0;7;112;131616;157;81;0;18;223;743;1;0.88;1;19.05;1;10.02;0;;0;;0
PSY2;2019;890000326;890008105;79;;;;;;;;;;;;;8021;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;890002298;890000672;505;;;;;;;;;;;;;32541;;;;;;;119;;;;;;;;;;;;;;0;;1;60.07;0;;0;;0;;0
PSY2;2019;890002371;890000722;1951;;;;;;;;;;;;;55691;;;;;;;12496;;;;;;;;;;;;;;0;;1;7.6;0;;0;;0;;0
PSY2;2019;890975519;890000052;11609;64;4;;1108;260;165;17;4;;24;275;144;60725;2673;1194;;84;5747;2776;15995;47;0;;0;0;3;81687;493;7;;9303;214;188;1;1.1;0;;1;53.63;0;;0;;0
PSY2;2019;900002429;700004096;4864;5;;;;28;24;5;;;;18;11;31380;;;;;118;158;8208;;;;;;;32327;18;;;;16;37;1;0.32;1;61.34;0;;0;;0;;0
PSY2;2019;910000330;910140029;15228;138;9;;;459;331;67;5;;;350;277;63414;6057;1257;;;13480;8424;13189;3;;;;77;3;154167;1672;92;;;6434;2150;1;3;1;8;1;4.58;1;30.67;0;;0
PSY2;2019;910020254;910002773;3832;358;6;4;;481;87;337;6;4;;366;101;27064;3827;178;70;;7359;1915;4191;1157;1;;;;8;45470;1209;50;;;485;125;1;1;1;0.05;1;1;0;;1;;0
PSY2;2019;910110071;910110055;774;25;1;;;174;33;30;1;;;190;34;22248;1218;66;;;7202;1692;;;;;;;;;;;;;;;1;;0;;1;;0;;0;;0
PSY2;2019;910140037;750720914;153;97;3;0;0;128;60;98;3;;;164;71;17042;8159;134;;;7631;4031;;;;;;;;1;0;0;0;0;0;1;0;;0;;0;;0;;0;;0
PSY2;2019;910150010;910014919;221;;;;;;;;;;;;;6871;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;910310028;920030269;2895;;;;;;;;;;;;;142784;;;;;;;1513;;;;;;;;;;;;;;0;;0;;1;35.11;0;;0;;
PSY2;2019;920000577;920110020;5219;47;9;0;14;192;53;50;9;0;16;216;58;9098;1854;1200;0;208;8126;1896;2091;2;0;0;0;98;33;33073;320;14;0;0;159;58;1;1.1;1;0.2;0;;0;;0;;0
PSY2;2019;920000650;920150059;225;;;;;;;;;;;;;4315;;;;;;;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;;0
PSY2;2019;920001096;;940;;;;;;;;;;;;;28762;;;;;;;4434;;;;;;;;;;;;;;0;;0;;1;7;0;;0;;0
PSY2;2019;920002177;920804465;7851;77;6;2;0;229;148;50;0;2;0;139;115;25719;3224;1220;;;6491;5657;12169;540;5;;;776;345;125246;933;57;8;;1942;682;1;0.82;0;;1;29.23;0;;0;;0
PSY2;2019;920007408;950140012;457;4;0;;0;26;11;7;0;;;38;19;30075;1079;0;;0;2089;1165;;;;;;;;89656;1477;145;;;1941;958;0;;0;;0;;0;;0;;0
PSY2;2019;920007549;920007499;515;;;;;;;;;;;;;22251;;;;;;;2425;;;;;;;;;;;;;;0;;1;;0;;0;;0;;0
PSY2;2019;920027711;940140049;8836;141;11;1;6;437;310;56;7;1;1;285;159;29810;3511;1544;24;34;9225;7518;12340;151;0;0;0;662;368;113392;2194;0;0;6;1619;879;1;;0;;0;;0;;0;;0
PSY2;2019;920100047;750712184;22;23;1;;;99;15;231;1;;;108;15;;;;;;;;;;;;;;;;;;;;;;1;1;1;0.3;1;4.5;0;;0;;0
PSY2;2019;920100062;750712184;3628;19;1;;;118;49;209;6;;;1170;475;13306;1038;;;;4697;2810;8225;610;135;;;680;435;22986;190;5;;;1049;401;0;;1;;0;;0;;0;;0
PSY2;2019;920120011;750821092;1736;;;;;;;;;;;;;5847;;;;;;;;;;;;;;6036;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;920140019;750005068;1162;27;3;;;118;54;32;3;;;168;64;9078;2083;920;;;4785;2115;6470;17;;;;886;514;14247;314;15;;;1607;255;0;;0;;0;;0;;0;;0
PSY2;2019;920140027;750720575;1280;;;;;;;;;;;;;24233;;;;;;;6133;;;;;;;11126;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;920170024;940809452;76;;;;;;;;;;;;;;;;;;;;8664;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;920170081;750721391;198;;;;;;;;;;;;;275;;;;;;;18751;;;;;;;436;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;920170115;920718053;76;;;;;;;;;;;;;;;;;;;;9292;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;920310026;920001070;400;;;;;;;;;;;;;22743;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;920310034;920001088;416;;;;;;;;;;;;;12900;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;920310059;920001104;423;;;;;;;;;;;;;14240;;;;;;;6605;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;920690278;920718202;44;;;;;;;;;;;;;0;;;;;;;5430;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;920805066;920002268;13;;;;;;;;;;;;;2239;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;920811635;780140059;3088;;;3;;;;;;3;;;;5040;;;327;;;;7299;;;4;;;;41608;;;3;;;;0;;0;;1;5.56;0;;0;;0
PSY2;2019;930000336;930110069;3730;54;6;0;8;238;35;54;6;0;8;238;35;23647;1413;157;0;209;6226;916;8401;;;;;;;29169;648;;;;;;1;2.71;1;1.9;1;22.85;0;;0;;0
PSY2;2019;930000344;930140025;28469;399;34;3;8;1190;899;559;144;3;9;1372;1078;96060;13755;1899;107;109;29003;19758;40732;595;343;0;0;231;127;344624;2668;343;1;3;3526;1147;1;4.97;1;2.81;1;108.4;0;;0;;0
PSY2;2019;930001433;930110051;4160;;;;;;;;;;;;;805;;;;;;;;;;;;;;39546;;;;;;;0;;0;;1;;0;;0;;0
PSY2;2019;930004288;750720922;39;;;;;;;;;;;;;;;;;;;;4746;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;930020920;920030269;727;;;;;5;;;;;;1;;37413;;;;;156;;3756;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;930026687;750804767;102;;;;;;;;;;;;;;;;;;;;2200;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;930100037;750712184;3304;;;;;;;;;;;;;;;;;;;;1374;;;;;;;23104;;;;;;;;;;;;;0;;0;;0
PSY2;2019;930310016;440052041;1039;22;;;;209;35;22;;;;221;35;51877;1289;;;;10365;1293;8726;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;930817465;930712716;54;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;940000573;940110018;4646;;;2;;;;;;2;;;;;;;;;;;4941;;;24;;;;61462;;;;;;;1;;0;;1;;0;;0;;0
PSY2;2019;940000599;940110042;2580;18;1;;;38;10;19;1;;;42;11;4512;1687;0;;;1330;237;2589;0;0;;;;;14455;323;22;;;17;;1;2;0;;0;;0;;0;;0
PSY2;2019;940000607;940140015;2346;;;34;;;;;;31;;;;12092;;;2810;;;;9226;;;241;;;;21669;;;0;;;;0;0;0;0;0;0;0;;0;;0
PSY2;2019;940000615;940140023;5750;231;2;1;0;9527;281;165;1;2;0;485;282;45306;10859;548;44;0;15259;9575;7796;292;4;0;0;254;231;69308;2218;33;5;0;3449;1526;1;0.53;0;;0;;0;;0;;0
PSY2;2019;940000631;940140049;13986;274;47;1;213;703;689;293;45;1;184;890;537;68455;22185;6958;1;15846;17831;19121;37099;1131;249;0;125;1172;284;138708;797;4;0;15;830;615;1;2;1;3;0;0;1;144.24;1;36.28;1
PSY2;2019;940016868;940016819;5653;36;1;0;0;90;85;17;1;0;0;14;68;6882;527;9;0;0;1560;884;10737;0;0;0;0;0;0;104797;0;0;0;0;0;0;0;;0;;0;;0;;0;;0
PSY2;2019;940021157;750005068;200;;;;;;;;;;;;;;;;;;;;5951;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;940100027;750712184;500;40;;1;1;256;134;0;;0;0;0;0;16532;3279;;20;2;11648;5041;5138;16;;;;390;7;30894;499;;;;795;270;1;3.5;0;;0;;0;;0;;
PSY2;2019;940100035;750712184;267;;;;;;;;;;;;;6139;;;;;;;2582;;;;;;;;;;;;;;0;;1;31.4;0;;0;;0;;0
PSY2;2019;940100043;750712184;2583;;;;;;;;;;;;;11909;;;;;;;1547;;;;;;;9683;;;;;;;1;0.5;0;;0;;0;;0;;0
PSY2;2019;940100068;750712184;1099;20;;;;98;80;548;;;;967;1159;6405;1164;;;;2767;3873;973;17;;;;17;379;11919;533;;;;835;1029;1;0.25;1;0.25;0;;0;;0;;0
PSY2;2019;940120017;750821092;263;;;;;;;;;;;;;9872;;;;;;;589;;;;;;;10457;;;;;;;1;2;0;;0;;0;;0;;0
PSY2;2019;940170012;940000672;84;;;;;;;;;;;;;;;;;;;;11445;;;;;;;1037;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;940170137;750721391;78;;;;;;;;;;;;;77;;;;;;;8168;;;;;;;265;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;940310014;940000979;1270;;;;;;;;;;;;;47819;;;;;;;4321;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;940310022;940022163;1514;;;;;;;;;;;;;38657;;;;;;;5538;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;940721400;;3374;;;;;;;;;;;;;7746;;;;;;;1289;;;;;;;45848;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;940807654;;39;;;;;;;;;;;;;3190;;;;;;;3368;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;950000307;950110015;229;14;;;1;141;28;15;;;1;154;41;6655;886;;;26;5841;1010;7377;131;;;;;;26889;14;;1;1;25;;1;6.6;0;;1;35.7;0;;0;;0
PSY2;2019;950000323;950013870;5499;31;1;;4;204;72;25;1;;3;188;81;26686;1697;62;;309;8730;2558;10132;221;0;;0;169;245;55270;207;0;;0;438;30;1;2.4;1;23.85;1;32.8;0;;0;;0
PSY2;2019;950000331;950110049;5310;334;30;12;1;581;273;20;2;10;4;221;92;10768;2085;;0;33;7045;3283;27801;349;;;;512;10;50818;609;36;13;;936;434;1;;0;;1;;0;;0;;0
PSY2;2019;950000364;950110080;1459;20;4;;2;128;43;20;4;3;2;128;43;18679;1200;404;;14;7817;3624;;;;;;;;;;;;;;;1;1.99;0;;1;1;0;;0;;0
PSY2;2019;950000398;950140012;797;72;9;;;311;177;78;14;;;328;182;26838;9064;1337;;;13600;8507;25034;97;32;;;522;26;89657;1474;145;;;1941;958;0;;0;;0;;0;;0;;0
PSY2;2019;950002568;920030269;2145;;;;;6;1;;;;;6;1;99956;;;;;188;56;13521;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;950006908;750719270;242;;;;;;;;;;;;;24275;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;950150052;750720575;230;;;;;;;;;;;;;16340;;;;;;;1506;;;;;;;138;;;;;;;0;;0;;1;;0;;0;;0
PSY2;2019;950300301;950000562;442;;;;;;;;;;;;;11680;;;;;;;2044;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;950310029;950008938;392;;;;;;;;;;;;;24606;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;950787119;950802405;21;;;;;;;;;;;;;3487;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;
PSY2;2019;950787135;950001370;2791;31;2;;;139;31;5;1;0;0;85;26;32268;1685;365;;;4230;1647;2924;597;;;;;;20070;212;;;;;;1;2;0;;1;3.24;0;;0;;0
PSY2;2019;950805671;950803387;10;;;;;;;;;;;;;3650;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;970100111;970100343;78;;;;;;;;;;;;;3734;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;970100251;970100467;668;;;;;;;;;;;;;12571;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;970100400;970100186;160;1;0;0;0;57;0;1;0;0;0;57;0;2031;49;0;0;0;1314;0;0;0;0;0;0;0;0;8379;34;0;0;0;804;0;;;;;;;0;;0;;0
PSY2;2019;970100475;970100277;10308;82;10;1;19;596;129;88;10;1;21;707;143;34554;4544;2254;14;239;20243;2928;15779;66;95;0;0;50;0;83772;185;28;0;0;585;35;1;2.5;0;;0;;0;;1;10.86;0
PSY2;2019;970200069;970202180;335;48;10;1;13;384;134;54;10;2;14;459;150;40361;6324;2691;349;295;24256;4689;;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0
PSY2;2019;970209714;970210225;415;;;;;;;;;;;;;16686;;;;;;;4742;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2019;970211215;970211207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;0;;;;1;;
PSY2;2019;970300026;970302022;;37;3;;14;180;129;43;3;;16;290;129;;2686;853;;316;4840;3468;;;;;;;;;;;;;;;1;6;0;;1;27.5;0;;0;;0
PSY2;2019;970300083;970302121;107;;;;;;;;;;;;;1821;;;;;;;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;;0
PSY2;2019;970400016;970411005;17433;62;8;1;23;543;326;66;7;1;25;612;383;47218;4900;815;9;283;14492;9612;11867;249;;;;8;145;114169;45;;;11;436;237;1;8.03;1;7.69;1;10.63;0;;1;27.67;0
PSY2;2019;970400057;970408589;9531;65;20;9;3;324;47;;;;;;;17994;917;37;15;23;6310;1448;7149;70;;;;251;16;59736;577;104;21;3;1794;199;1;;1;;1;;0;;0;;0
PSY2;2019;970408753;970408746;434;;;;;;;;;;;;;23844;;;;;;;7593;;;;;;;;;;;;;;0;;0;;1;15.28;0;;0;;0
PSY2;2019;970467155;970467148;761;;;;;;;;;;;;;34267;;;;;;;8050;;;;;;;;;;;;;;0;;0;;1;17.47;0;;0;;0
PSY2;2019;980500011;980500003;195;27;;;;81;3;11;;;;87;5;1504;417;;;;771;23;;;;;;;;;;;;;;;1;1.5;0;;0;;;;;;
